external_question_id,specialty_raw,normalized_specialty_slug,normalized_specialty_title,topic_raw,normalized_topic_label,normalized_topic_slug,mapped_specialty_slug,mapped_curriculum_node_slug,canonical_topic_node_id,mapping_confidence,needs_review,review_reason,suggested_action,mapping_method,review_override_reason,review_group_key,row_number
SBQ24HK-54,Recon,recon,Recon,THA Revision,THA Revision,tha-revision,recon,recon-tha-revision,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-revision::accepted,7045
SBQ24HK-55,Recon,recon,Recon,Wear & Osteolysis Basic Science,Wear & Osteolysis Basic Science,wear-and-osteolysis-basic-science,recon,recon-wear-and-osteolysis-basic-science,,0.970,FALSE,,Accepted via manual review override.,reviewed,manually_reviewed_valid_topic,orthobullets::recon::wear-and-osteolysis-basic-science::accepted,7046
SBQ24HK-56,Knee & Sports,knee-sports,Knee & Sports,Femoroacetabular Impingement (FAI),Femoroacetabular Impingement (FAI),femoroacetabular-impingement-fai,knee-sports,knee-sports-femoroacetabular-impingement-fai,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::knee-sports::femoroacetabular-impingement-fai::accepted,7047
SBQ24HK-57,Recon,recon,Recon,TKA Instability,TKA Instability,tka-instability,recon,recon-tka-instability,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-instability::accepted,7048
SBQ24HK-58,Recon,recon,Recon,TKA Revision,TKA Revision,tka-revision,recon,recon-tka-revision,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-revision::accepted,7049
SBQ24HK-59,Recon,recon,Recon,Hip Osteoarthritis,Hip Osteoarthritis,hip-osteoarthritis,recon,recon-hip-osteoarthritis,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::hip-osteoarthritis::accepted,7050
SBQ24HK-6,Recon,recon,Recon,THA Periprosthetic Fracture,THA Periprosthetic Fracture,tha-periprosthetic-fracture,recon,recon-tha-periprosthetic-fracture,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-periprosthetic-fracture::accepted,7051
SBQ24HK-60,Recon,recon,Recon,THA Prosthesis Design,THA Prosthesis Design,tha-prosthesis-design,recon,recon-tha-prosthesis-design,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-prosthesis-design::accepted,7052
SBQ24HK-61,Recon,recon,Recon,THA Revision,THA Revision,tha-revision,recon,recon-tha-revision,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-revision::accepted,7053
SBQ24HK-62,Knee & Sports,knee-sports,Knee & Sports,Spontaneous Osteonecrosis the Knee (SONK),Spontaneous Osteonecrosis the Knee (SONK),spontaneous-osteonecrosis-the-knee-sonk,knee-sports,knee-sports-spontaneous-osteonecrosis-the-knee-sonk,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::knee-sports::spontaneous-osteonecrosis-the-knee-sonk::accepted,7054
SBQ24HK-63,Recon,recon,Recon,THA Periprosthetic Fracture,THA Periprosthetic Fracture,tha-periprosthetic-fracture,recon,recon-tha-periprosthetic-fracture,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-periprosthetic-fracture::accepted,7055
SBQ24HK-64,Recon,recon,Recon,TKA Prosthesis Design,TKA Prosthesis Design,tka-prosthesis-design,recon,recon-tka-prosthesis-design,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-prosthesis-design::accepted,7056
SBQ24HK-65,Recon,recon,Recon,TKA Polyethylene Wear & Manufacturing,TKA Polyethylene Wear & Manufacturing,tka-polyethylene-wear-and-manufacturing,recon,recon-tka-polyethylene-wear-and-manufacturing,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-polyethylene-wear-and-manufacturing::accepted,7057
SBQ24HK-66,Recon,recon,Recon,TKA Extensor Mechanism Rupture,TKA Extensor Mechanism Rupture,tka-extensor-mechanism-rupture,recon,recon-tka-extensor-mechanism-rupture,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-extensor-mechanism-rupture::accepted,7058
SBQ24HK-67,Recon,recon,Recon,THA Revision,THA Revision,tha-revision,recon,recon-tha-revision,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-revision::accepted,7059
SBQ24HK-68,Recon,recon,Recon,TKA Patellar Maltracking,TKA Patellar Maltracking,tka-patellar-maltracking,recon,recon-tka-patellar-maltracking,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-patellar-maltracking::accepted,7060
SBQ24HK-69,Recon,recon,Recon,Prosthetic Joint Infection,Prosthetic Joint Infection,prosthetic-joint-infection,recon,recon-prosthetic-joint-infection,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::prosthetic-joint-infection::accepted,7061
SBQ24HK-7,Recon,recon,Recon,TKA Axial Alignment,TKA Axial Alignment,tka-axial-alignment,recon,recon-tka-axial-alignment,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-axial-alignment::accepted,7062
SBQ24HK-70,Recon,recon,Recon,THA Revision,THA Revision,tha-revision,recon,recon-tha-revision,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-revision::accepted,7063
SBQ24HK-71,Recon,recon,Recon,Prosthetic Joint Infection,Prosthetic Joint Infection,prosthetic-joint-infection,recon,recon-prosthetic-joint-infection,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::prosthetic-joint-infection::accepted,7064
SBQ24HK-72,Recon,recon,Recon,TKA Prosthesis Design,TKA Prosthesis Design,tka-prosthesis-design,recon,recon-tka-prosthesis-design,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-prosthesis-design::accepted,7065
SBQ24HK-73,Recon,recon,Recon,Arthroplasty Preoperative Medical Optimization,Arthroplasty Preoperative Medical Optimization,arthroplasty-preoperative-medical-optimization,recon,recon-arthroplasty-preoperative-medical-optimization,,0.980,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::arthroplasty-preoperative-medical-optimization::accepted,7066
SBQ24HK-74,Recon,recon,Recon,TKA Approaches,TKA Approaches,tka-approaches,recon,recon-tka-approaches,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-approaches::accepted,7067
SBQ24HK-75,Trauma,trauma,Trauma,Femoral Neck Fractures,Femoral Neck Fractures,femoral-neck-fractures,trauma,trauma-femoral-neck-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::femoral-neck-fractures::accepted,7068
SBQ24HK-77,Recon,recon,Recon,TKA Revision,TKA Revision,tka-revision,recon,recon-tka-revision,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-revision::accepted,7069
SBQ24HK-78,Recon,recon,Recon,Hip Resurfacing,Hip Resurfacing,hip-resurfacing,recon,recon-hip-resurfacing,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::hip-resurfacing::accepted,7070
SBQ24HK-8,Recon,recon,Recon,THA Approaches,THA Approaches,tha-approaches,recon,recon-tha-approaches,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-approaches::accepted,7071
SBQ24HK-81,Recon,recon,Recon,TKA Patellofemoral Alignment,TKA Patellofemoral Alignment,tka-patellofemoral-alignment,recon,recon-tka-patellofemoral-alignment,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-patellofemoral-alignment::accepted,7072
SBQ24HK-82,Recon,recon,Recon,TKA Prosthesis Design,TKA Prosthesis Design,tka-prosthesis-design,recon,recon-tka-prosthesis-design,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-prosthesis-design::accepted,7073
SBQ24HK-83,Recon,recon,Recon,TKA Prosthesis Design,TKA Prosthesis Design,tka-prosthesis-design,recon,recon-tka-prosthesis-design,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-prosthesis-design::accepted,7074
SBQ24HK-84,Trauma,trauma,Trauma,Femoral Neck Fractures,Femoral Neck Fractures,femoral-neck-fractures,trauma,trauma-femoral-neck-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::femoral-neck-fractures::accepted,7075
SBQ24HK-85,Recon,recon,Recon,THA Pseudotumor (Metal on Metal Reactions),THA Pseudotumor (Metal on Metal Reactions),tha-pseudotumor-metal-on-metal-reactions,recon,recon-tha-pseudotumor-metal-on-metal-reactions,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-pseudotumor-metal-on-metal-reactions::accepted,7076
SBQ24HK-87,Recon,recon,Recon,Prosthetic Joint Infection,Prosthetic Joint Infection,prosthetic-joint-infection,recon,recon-prosthetic-joint-infection,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::prosthetic-joint-infection::accepted,7077
SBQ24HK-89,Recon,recon,Recon,Knee Osteoarthritis,Knee Osteoarthritis,knee-osteoarthritis,recon,recon-knee-osteoarthritis,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::knee-osteoarthritis::accepted,7078
SBQ24HK-9,Basic Science,basic-science,Basic Science,Ethics in Orthopaedic Practice,Ethics in Orthopaedic Practice,ethics-in-orthopaedic-practice,basic-science,basic-science-ethics-in-orthopaedic-practice,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::ethics-in-orthopaedic-practice::accepted,7079
SBQ24HK-90,Recon,recon,Recon,THA Acetabular Screw Fixation,THA Acetabular Screw Fixation,tha-acetabular-screw-fixation,recon,recon-tha-acetabular-screw-fixation,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-acetabular-screw-fixation::accepted,7080
SBQ24HK-91,Recon,recon,Recon,Prosthetic Joint Infection,Prosthetic Joint Infection,prosthetic-joint-infection,recon,recon-prosthetic-joint-infection,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::prosthetic-joint-infection::accepted,7081
SBQ24HK-92,Recon,recon,Recon,THA Periprosthetic Fracture,THA Periprosthetic Fracture,tha-periprosthetic-fracture,recon,recon-tha-periprosthetic-fracture,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tha-periprosthetic-fracture::accepted,7082
SBQ24HK-93,Trauma,trauma,Trauma,Acetabular Fractures,Acetabular Fractures,acetabular-fractures,trauma,trauma-acetabular-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::acetabular-fractures::accepted,7083
SBQ24HK-97,Recon,recon,Recon,TKA Axial Alignment,TKA Axial Alignment,tka-axial-alignment,recon,recon-tka-axial-alignment,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::recon::tka-axial-alignment::accepted,7084
SBQ24HK-98,Trauma,trauma,Trauma,Femoral Neck Fractures,Femoral Neck Fractures,femoral-neck-fractures,trauma,trauma-femoral-neck-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::femoral-neck-fractures::accepted,7085
SBQ24HW-10,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Total Elbow Arthroplasty,Total Elbow Arthroplasty,total-elbow-arthroplasty,shoulder-elbow,shoulder-elbow-total-elbow-arthroplasty,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::shoulder-elbow::total-elbow-arthroplasty::accepted,7086
SBQ24HW-100,Hand,hand,Hand,Scapholunate Ligament Injury & DISI,Scapholunate Ligament Injury & DISI,scapholunate-ligament-injury-and-disi,hand,hand-scapholunate-ligament-injury-and-disi,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::scapholunate-ligament-injury-and-disi::accepted,7087
SBQ24HW-11,Shoulder & Elbow,shoulder-elbow,Shoulder & Elbow,Rotator Cuff Tears,Rotator Cuff Tears,rotator-cuff-tears,shoulder-elbow,shoulder-elbow-rotator-cuff-tears,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::shoulder-elbow::rotator-cuff-tears::accepted,7088
SBQ24HW-12,Hand,hand,Hand,Seymour Fracture,Seymour Fracture,seymour-fracture,hand,hand-seymour-fracture,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::seymour-fracture::accepted,7089
SBQ24HW-14,Hand,hand,Hand,Fingertip Amputations & Finger Flaps,Fingertip Amputations & Finger Flaps,fingertip-amputations-and-finger-flaps,hand,hand-fingertip-amputations-and-finger-flaps,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::fingertip-amputations-and-finger-flaps::accepted,7090
SBQ24HW-16,Trauma,trauma,Trauma,Radial Head Fractures,Radial Head Fractures,radial-head-fractures,trauma,trauma-radial-head-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::radial-head-fractures::accepted,7091
SBQ24HW-17,Hand,hand,Hand,Peripheral Nerve Injury & Repair,Peripheral Nerve Injury & Repair,peripheral-nerve-injury-and-repair,hand,hand-peripheral-nerve-injury-and-repair,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::peripheral-nerve-injury-and-repair::accepted,7092
SBQ24HW-18,Hand,hand,Hand,Phalanx Fractures,Phalanx Fractures,phalanx-fractures,hand,hand-phalanx-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::phalanx-fractures::accepted,7093
SBQ24HW-19,Hand,hand,Hand,MCP Joint Arthritis,MCP Joint Arthritis,mcp-joint-arthritis,hand,hand-mcp-joint-arthritis,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::mcp-joint-arthritis::accepted,7094
SBQ24HW-20,Pathology,pathology,Pathology,Dermatofibrosarcoma Protuberans,Dermatofibrosarcoma Protuberans,dermatofibrosarcoma-protuberans,pathology,pathology-dermatofibrosarcoma-protuberans,,0.980,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::pathology::dermatofibrosarcoma-protuberans::accepted,7095
SBQ24HW-21,Trauma,trauma,Trauma,Necrotizing Fasciitis,Necrotizing Fasciitis,necrotizing-fasciitis,trauma,trauma-necrotizing-fasciitis,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::necrotizing-fasciitis::accepted,7096
SBQ24HW-22,Hand,hand,Hand,Flexor Pulley System,Flexor Pulley System,flexor-pulley-system,hand,hand-flexor-pulley-system,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::flexor-pulley-system::accepted,7097
SBQ24HW-23,Hand,hand,Hand,MCP Dislocations,MCP Dislocations,mcp-dislocations,hand,hand-mcp-dislocations,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::mcp-dislocations::accepted,7098
SBQ24HW-24,Knee & Sports,knee-sports,Knee & Sports,Exertional Compartment Syndrome,Exertional Compartment Syndrome,exertional-compartment-syndrome,knee-sports,knee-sports-exertional-compartment-syndrome,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::knee-sports::exertional-compartment-syndrome::accepted,7099
SBQ24HW-25,Trauma,trauma,Trauma,Hand & Forearm Compartment Syndrome,Hand & Forearm Compartment Syndrome,hand-and-forearm-compartment-syndrome,trauma,trauma-hand-and-forearm-compartment-syndrome,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::hand-and-forearm-compartment-syndrome::accepted,7100
SBQ24HW-26,Hand,hand,Hand,Congenital Trigger Thumb,Congenital Trigger Thumb,congenital-trigger-thumb,hand,hand-congenital-trigger-thumb,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::congenital-trigger-thumb::accepted,7101
SBQ24HW-28,Hand,hand,Hand,Metacarpal Fractures,Metacarpal Fractures,metacarpal-fractures,hand,hand-metacarpal-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::metacarpal-fractures::accepted,7102
SBQ24HW-29,Hand,hand,Hand,AIN Compressive Neuropathy,AIN Compressive Neuropathy,ain-compressive-neuropathy,hand,hand-ain-compressive-neuropathy,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::ain-compressive-neuropathy::accepted,7103
SBQ24HW-3,Hand,hand,Hand,Peripheral Nerve Injury & Repair,Peripheral Nerve Injury & Repair,peripheral-nerve-injury-and-repair,hand,hand-peripheral-nerve-injury-and-repair,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::peripheral-nerve-injury-and-repair::accepted,7104
SBQ24HW-30,Hand,hand,Hand,Thumb CMC Dislocation,Thumb CMC Dislocation,thumb-cmc-dislocation,hand,hand-thumb-cmc-dislocation,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::thumb-cmc-dislocation::accepted,7105
SBQ24HW-31,Hand,hand,Hand,Fingertip Amputations & Finger Flaps,Fingertip Amputations & Finger Flaps,fingertip-amputations-and-finger-flaps,hand,hand-fingertip-amputations-and-finger-flaps,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::fingertip-amputations-and-finger-flaps::accepted,7106
SBQ24HW-32,Hand,hand,Hand,Raynaud's Syndrome,Raynaud's Syndrome,raynaud-s-syndrome,hand,hand-raynaud-s-syndrome,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::raynaud-s-syndrome::accepted,7107
SBQ24HW-33,Hand,hand,Hand,Pronator Syndrome,Pronator Syndrome,pronator-syndrome,hand,hand-pronator-syndrome,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::pronator-syndrome::accepted,7108
SBQ24HW-34,Trauma,trauma,Trauma,Monteggia Fractures,Monteggia Fractures,monteggia-fractures,trauma,trauma-monteggia-fractures,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::monteggia-fractures::accepted,7109
SBQ24HW-35,Hand,hand,Hand,Ulnar Styloid Impaction Syndrome,Ulnar Styloid Impaction Syndrome,ulnar-styloid-impaction-syndrome,hand,hand-ulnar-styloid-impaction-syndrome,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::ulnar-styloid-impaction-syndrome::accepted,7110
SBQ24HW-36,Basic Science,basic-science,Basic Science,Orthopaedic Implants,Orthopaedic Implants,orthopaedic-implants,basic-science,basic-science-orthopaedic-implants,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::orthopaedic-implants::accepted,7111
SBQ24HW-37,Hand,hand,Hand,Carpal Tunnel Syndrome,Carpal Tunnel Syndrome,carpal-tunnel-syndrome,hand,hand-carpal-tunnel-syndrome,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::carpal-tunnel-syndrome::accepted,7112
SBQ24HW-38,Basic Science,basic-science,Basic Science,Ethics in Orthopaedic Practice,Ethics in Orthopaedic Practice,ethics-in-orthopaedic-practice,basic-science,basic-science-ethics-in-orthopaedic-practice,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::basic-science::ethics-in-orthopaedic-practice::accepted,7113
SBQ24HW-39,Hand,hand,Hand,Dupuytren's Disease,Dupuytren's Disease,dupuytren-s-disease,hand,hand-dupuytren-s-disease,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::dupuytren-s-disease::accepted,7114
SBQ24HW-40,Trauma,trauma,Trauma,Distal Radial Ulnar Joint (DRUJ) Injuries,Distal Radial Ulnar Joint (DRUJ) Injuries,distal-radial-ulnar-joint-druj-injuries,trauma,trauma-distal-radial-ulnar-joint-druj-injuries,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::trauma::distal-radial-ulnar-joint-druj-injuries::accepted,7115
SBQ24HW-41,Hand,hand,Hand,Dupuytren's Disease,Dupuytren's Disease,dupuytren-s-disease,hand,hand-dupuytren-s-disease,,1.000,FALSE,,Auto-accept topic mapping.,import_rule,,orthobullets::hand::dupuytren-s-disease::accepted,7116
